user_id,timestamp,content,likes_count,comments_count
linkedin_davidkjengineer,2024-10-25T10:15:00Z,"Thrilled to announce our team has reached a significant milestone on the new robotics project! Proud of everyone's dedication. #Engineering #Robotics #Innovation #Teamwork",180,18
# Real LinkedIn posts from tech leaders
linkedin_jeffbezos,2024-12-01,"As we close out the year, I'm reflecting on the incredible progress made by our teams at Blue Origin and the Bezos Earth Fund. Innovation and long-term thinking remain our north stars as we work to solve hard problems that matter. Looking forward to what 2025 will bring.",850000,32000
linkedin_billgates,2024-12-06,"I've just published my annual year-end reflections on the Gates Notes. Despite the challenges we face, I remain optimistic about our ability to solve big problems through innovation and collaboration. The progress in AI, clean energy, and global health gives me hope for the future.",1250000,45000
linkedin_tim_cook,2024-11-16,"Incredible to see the innovation happening at our expanding campus in Mumbai. India represents one of the most dynamic technology ecosystems in the world, and we're proud to be deepening our investment in its extraordinary talent and potential.",680000,28000
linkedin_satya,2024-12-11,"At Microsoft, we're focused on building technology that benefits everyone and addressing the world's most pressing challenges. Our latest AI innovations are designed with this responsibility in mind - empowering people and organizations while ensuring the technology is developed safely and inclusively.",750000,32000
linkedin_sheryl,2024-11-21,"Today at the Women's Leadership Forum, I was reminded of how far we've come and how far we still have to go. Companies with diverse leadership consistently outperform their peers, yet women remain underrepresented in senior roles. The business case for inclusion has never been clearer.",520000,18000
# Similar content from different professionals (challenging test cases)
linkedin_marc,2024-12-02,"As 2024 comes to a close, I'm grateful for our Salesforce team's dedication to customer success and our core values. The Salesforce ecosystem now supports millions of jobs globally, and we're just getting started. Our commitment to responsible innovation and stakeholder capitalism will guide us in 2025.",450000,15000
linkedin_richard,2024-12-07,"Just published my latest blog reflecting on lessons learned this year. In times of rapid change, the companies that stay true to their purpose while embracing innovation are the ones that thrive. I remain convinced that business can and must be a force for good in addressing our shared challenges.",680000,24000
linkedin_indra,2024-11-18,"My recent visit to India reinforced my belief in the country's entrepreneurial spirit. The combination of technical talent, market opportunity, and innovative thinking positions India uniquely in the global economy. Leaders who understand both local context and global trends will create the next generation of breakthrough companies.",320000,12000
linkedin_marissa,2024-12-12,"Technology should enhance human connection, not replace it. At Sunshine, we're building products that help people manage the digital overwhelm and focus on what matters. The next frontier of innovation will be about creating more meaningful, intentional relationships with technology.",280000,9500
linkedin_sheryl,2024-11-22,"Research consistently shows that mentorship is a critical factor in career advancement, especially for underrepresented groups. Today I had the privilege of speaking with emerging women leaders in technology about building support networks and navigating career challenges. Their questions and insights were inspiring.",380000,14000
